name,success,vote_average,vote_count,director_popularity,cast_popularity,movie_popularity,reputable_production,budget_info,budget,revenue,runtime,tmdb_id,imdb_id,reviews,sentiment,year,month,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,history,horror,music,mystery,romance,science_fiction,tv_movie,thriller,war,western
April Fool's Day,0,4.403,86,1.484,98.583,8.996,1,1,5000000,0,92,26233,tt1018817,1,0.9806,8,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Desperation Road,1,6.651,86,3.737,207.782,51.651,0,0,-1,0,112,1039690,tt14633464,1,0.956,23,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Speech & Debate,1,6.0,86,4.302,336.085,6.083,0,0,-1,0,105,348391,tt4843344,0,-999.0,17,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Reunion,0,5.1,86,3.622,265.786,11.79,1,1,6000000,0,96,77879,tt1792543,0,-999.0,11,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Mother's Nightmare,0,5.818,86,11.004,258.789,8.978,0,0,-1,0,90,137776,tt2401147,0,-999.0,12,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Juanita,0,5.279,86,11.373,121.013,12.736,0,0,-1,0,90,581475,tt6155456,0,-999.0,19,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Now You See It...,0,5.6,86,9.167,91.5,8.65,0,0,-1,0,96,26267,tt0426568,0,-999.0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
The Mind's Eye,0,5.035,86,2.599,40.368,7.886,0,0,-1,0,87,336265,tt4567486,1,-0.674,15,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Living on One Dollar,1,6.407,86,0.603,1.266,7.886,0,0,-1,0,56,229768,tt2625598,0,-999.0,13,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Saving Christmas,0,1.866,86,1.351,18.012,5.668,0,1,500000,2800000,79,295884,tt4009460,0,-999.0,14,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Juanita,0,5.279,86,11.373,121.013,12.736,0,0,-1,0,90,581475,tt6155456,0,-999.0,19,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Donald Trump's The Art of the Deal: The Movie,0,5.512,86,2.756,519.748,7.768,0,1,250000,0,50,382079,tt5456120,0,-999.0,16,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Boy Culture,1,6.4,86,2.122,64.499,8.203,0,1,500000,220151,88,15728,tt0433350,0,-999.0,6,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Yes, God, Yes",1,6.244,86,5.431,19.644,9.617,0,0,-1,0,11,421465,tt6089002,1,0.9432,17,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bulletproof 2,1,6.4,86,7.377,80.444,11.273,0,0,-1,0,97,591237,tt9887580,0,-999.0,20,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Hot: The Rise & Fall of Abercrombie & Fitch,0,5.7,86,1.016,0.028,7.693,0,0,-1,0,89,953371,tt19034522,0,-999.0,22,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sniper: Special Ops,0,4.3,86,8.951,116.576,12.187,1,0,-1,0,84,394223,tt5344794,0,-999.0,16,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Yes, I Do",1,6.797,86,5.524,148.236,8.09,0,0,-1,0,90,529250,tt8319098,0,-999.0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Tekken 2: Kazuya's Revenge,0,3.9,86,2.926,111.804,11.204,0,0,-1,0,90,286548,tt3462696,0,-999.0,14,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Better Luck Tomorrow,1,6.4,85,12.83,90.776,5.149,1,1,250000,3800000,101,14290,tt0280477,0,-999.0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Don't Hug Me I'm Scared 5,1,7.329,85,4.319,17.769,6.728,0,0,-1,0,7,368051,tt5114650,0,-999.0,15,10,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
A Question of Faith,1,7.282,85,1.597,127.233,13.576,0,0,-1,2587072,104,467433,tt6054650,0,-999.0,17,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Not Quite Hollywood,1,6.882,85,2.237,585.872,8.631,0,0,-1,0,103,16194,tt0996966,0,-999.0,8,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ararat,1,6.241,85,3.962,187.385,9.209,1,0,-1,0,115,16351,tt0273435,0,-999.0,2,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Under the Bed,0,5.0,85,5.82,91.993,5.813,0,1,1000000,0,87,128311,tt1934458,0,-999.0,12,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Take Care of Maya,1,7.653,85,1.571,0.0,12.068,0,0,-1,0,103,1114901,tt27542448,0,-999.0,23,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Question of Faith,1,7.282,85,1.597,127.233,13.576,0,0,-1,2587072,104,467433,tt6054650,0,-999.0,17,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Take Care of Maya,1,7.653,85,1.571,0.0,12.068,0,0,-1,0,103,1114901,tt27542448,0,-999.0,23,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Christmas Vacation 2: Cousin Eddie's Island Adventure,0,4.006,85,7.904,160.242,8.822,0,0,-1,0,83,11155,tt0367623,0,-999.0,3,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home Movie,0,4.941,85,9.684,27.244999999999997,5.61,0,0,-1,0,77,27258,tt1267319,0,-999.0,8,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Marvellous,1,7.159,85,5.462,167.085,13.783,1,0,-1,0,90,295144,tt3659786,0,-999.0,14,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
The Barber,0,5.553,85,0.374,123.426,11.249,0,0,-1,0,95,312797,tt2194826,0,-999.0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dorm Daze 2,0,4.576,85,2.698,312.473,22.649,1,0,-1,512000,100,10104,tt0458438,0,-999.0,6,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House Broken,0,5.2,85,5.195,320.21,8.924,0,0,-1,0,84,28210,tt1054631,0,-999.0,9,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Metal Mater,0,5.971,85,12.898,165.44,8.576,1,0,-1,0,4,148607,tt1559825,0,-999.0,10,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mucha Lucha: The Return of El Malefico,1,6.9,85,1.957,254.103,5.389,1,0,-1,0,70,410547,tt0443590,0,-999.0,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High Ground,1,6.535,85,1.971,113.902,13.137,1,0,-1,2313364,104,522466,tt9286908,1,-0.7359,20,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Danika,0,5.2,85,5.141,193.495,11.033,0,1,5000000,0,79,22105,tt0469062,0,-999.0,6,6,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
Red Snow,1,6.2,85,0.843,9.029,8.893,0,0,-1,0,80,774454,tt12059016,0,-999.0,21,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Red Snow,1,6.2,85,0.843,9.029,8.893,0,0,-1,0,80,774454,tt12059016,0,-999.0,21,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nine Miles Down,0,5.2,85,3.54,60.117,10.84,0,1,22000000,0,86,26722,tt0812352,1,0.0681,9,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Bleeding Heart,0,5.0,85,0.726,142.697,14.037,0,0,-1,0,80,332706,tt3244446,1,0.9749,15,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Blowback,1,6.1,85,13.222,87.056,14.006,0,0,-1,0,93,972313,tt1551614,0,-999.0,22,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Best Night Ever,0,4.2,85,4.693,51.252,8.897,1,0,-1,0,90,238475,tt2499414,0,-999.0,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Ride,0,4.6,85,2.339,78.209,8.658,1,0,-1,0,94,15422,tt0433963,0,-999.0,6,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Williams,1,7.3,85,4.009,27.377,6.14,1,0,-1,0,109,465171,tt6981046,0,-999.0,17,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Big Ugly,0,5.2,85,3.044,239.318,9.062,0,0,-1,0,106,714521,tt9441638,0,-999.0,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Above Majestic,1,7.529,85,0.806,60.262,12.183,0,0,-1,0,133,557646,tt9143304,0,-999.0,18,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridegroom,1,7.382,85,2.775,12.048,6.975,0,0,-1,0,80,174366,tt2357788,0,-999.0,13,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bridal Wave,1,6.218,85,6.213,130.845,10.753,0,0,-1,0,84,317114,tt4368496,0,-999.0,15,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Judy Moody and the Not Bummer Summer,1,6.1,85,5.519,231.606,11.012,1,1,20000000,14166853,91,60062,tt1547230,0,-999.0,11,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Despite the Falling Snow,0,5.8,85,6.091,235.974,11.288,0,0,-1,0,94,366901,tt2474932,0,-999.0,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
The Gene Generation,0,4.8,85,3.935,194.619,6.755,0,1,2500000,0,96,15166,tt0438052,0,-999.0,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Forgiven,1,6.2,85,8.806,84.982,14.325,1,1,15000000,42213,115,450766,tt2249081,0,-999.0,18,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Barry Munday,0,5.729,85,0.614,602.08,12.362,0,0,-1,0,95,44594,tt0482461,0,-999.0,10,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Visitor,0,5.382,85,1.239,85.04,9.82,0,0,-1,0,86,881487,tt15558152,1,-0.6703,22,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
In Search of Darkness,1,7.8,85,1.135,415.961,7.845,0,0,-1,0,264,586577,tt9442842,0,-999.0,19,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
American Skin,1,7.147,85,8.649,219.455,9.855,0,1,5000000,0,90,621476,tt10195452,0,-999.0,19,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lonesome Jim,1,6.082,85,32.518,123.539,10.259,0,0,-1,0,91,7301,tt0385056,0,-999.0,5,11,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Animal Behaviour,1,6.343,85,3.167,46.077,7.457,0,0,-1,0,14,511138,tt8615478,0,-999.0,18,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnebago Man,1,6.6,85,2.376,33.687,4.48,0,0,-1,178174,85,42918,tt1396557,0,-999.0,10,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Moon Mater,1,6.265,85,2.995,133.079,12.733,1,0,-1,0,4,148608,tt1788785,0,-999.0,10,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madeline's Madeline,0,5.824,85,2.92,140.76,8.115,0,0,-1,185576,94,468735,tt6101602,1,-0.1318,18,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Riverdance: The Animated Adventure,0,5.965,85,1.175,133.077,16.101,0,0,-1,0,86,756403,tt10841088,0,-999.0,21,5,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Ben 10: Destroy All Aliens,1,6.182,85,4.043,89.391,16.237,0,0,-1,0,66,96826,tt2290147,0,-999.0,12,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Awoken,0,5.865,85,1.547,37.291,15.897,0,0,-1,0,87,508330,tt7838536,1,0.9929,20,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Command Performance,0,5.1,85,38.904,124.235,10.197,1,0,-1,0,93,23404,tt1210801,0,-999.0,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Holy Rollers,0,5.8,85,2.993,165.804,9.849,0,0,-1,744000,89,45022,tt1143896,0,-999.0,10,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Don's Plum,0,5.388,85,3.58,252.49,9.612,0,0,-1,6297,108,37857,tt0119004,0,-999.0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dark House,0,5.1,85,8.505,90.769,7.417,0,0,-1,0,102,257093,tt1385543,0,-999.0,14,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Never Goin' Back,1,6.029,85,4.379,75.179,12.577,0,0,-1,0,87,490005,tt7690016,0,-999.0,18,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riverdance: The Animated Adventure,0,5.965,85,1.175,133.077,16.101,0,0,-1,0,86,756403,tt10841088,0,-999.0,21,5,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Little Deaths,0,4.4,85,4.083,75.206,8.27,0,0,-1,0,90,66164,tt1614456,0,-999.0,11,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Oddball,1,6.859,85,2.137,111.785,9.919,0,0,-1,0,95,356905,tt3401748,1,0.9958,15,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hickok,0,4.853,85,2.542,217.758,12.821,0,0,-1,0,88,455675,tt6334884,1,0.9523,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
In Search of Darkness,1,7.8,85,1.135,415.961,7.845,0,0,-1,0,264,586577,tt9442842,0,-999.0,19,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Love Bite,0,5.4,85,4.427,107.748,12.781,0,0,-1,0,91,142591,tt2027154,0,-999.0,12,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Somers Town,1,6.753,85,3.806,83.569,7.69,0,0,-1,0,71,14298,tt1172206,0,-999.0,8,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
An Evening with Kevin Smith,1,7.3,84,2.303,27.011000000000003,4.858,0,0,-1,0,224,14348,tt0346952,0,-999.0,2,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Tutor,1,6.369,84,1.655,140.542,33.771,0,0,-1,0,92,995012,tt19637278,0,-999.0,23,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Whitney,0,5.5,84,24.153,94.475,8.655,0,0,-1,0,90,319096,tt3750942,0,-999.0,15,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Sour Grapes,1,7.423,84,1.53,0.003,8.226,0,0,-1,0,86,396232,tt5728684,0,-999.0,16,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MVP: Most Valuable Primate,0,4.833,84,41.77,150.617,8.957,0,1,4,1,85,32834,tt0196106,1,0.9929,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DC Showcase: Sgt. Rock,1,6.6,84,8.705,112.891,16.269,1,0,-1,0,14,618346,tt10736082,0,-999.0,19,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Cassadaga,0,5.1,84,1.077,101.876,8.142,0,0,-1,1678,108,92398,tt1747967,0,-999.0,11,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Sour Grapes,1,7.423,84,1.53,0.003,8.226,0,0,-1,0,86,396232,tt5728684,0,-999.0,16,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Found Footage 3D,0,5.345,84,0.062,15.268,6.447,0,0,-1,0,101,353419,tt3449006,0,-999.0,16,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
500 MPH Storm,0,5.3,84,4.852,79.641,17.702,1,1,300000,0,90,172767,tt2518848,0,-999.0,13,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
Random Acts of Violence,0,5.6,84,21.886,147.698,6.619,0,0,-1,0,80,582049,tt1925493,1,-0.9559,19,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
The Tutor,1,6.369,84,1.655,140.542,33.771,0,0,-1,0,92,995012,tt19637278,0,-999.0,23,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Higher Power,0,5.066,84,0.275,136.07399999999998,12.506,0,0,-1,0,95,513324,tt2924392,0,-999.0,18,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
B.O.B.'s Big Break,0,5.935,84,1.551,139.824,6.54,1,0,-1,0,11,24884,tt1542599,0,-999.0,9,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Binge,0,5.315,84,3.456,118.161,5.732,0,0,-1,0,98,647265,tt10994688,1,0.9981,20,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
End Game,0,5.3,84,9.691,326.887,14.707,1,1,5000000,208101,93,9727,tt0415778,1,-0.935,6,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Letter Room,1,6.7,84,5.417,90.267,13.698,0,0,-1,0,33,762632,tt11962160,0,-999.0,20,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deep Dark,0,5.065,84,0.295,12.534,9.359,0,0,-1,0,79,341051,tt2914740,0,-999.0,15,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Anguish,0,4.619,84,1.52,53.539,5.768,0,0,-1,0,91,347944,tt3620762,0,-999.0,15,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mater Private Eye,1,6.208,84,2.995,133.079,11.932,1,0,-1,0,5,148606,tt1788784,0,-999.0,10,11,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Beyond the Law,0,5.25,84,5.846,194.829,15.852,0,1,7000000,0,90,650272,tt11161374,0,-999.0,19,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albion: The Enchanted Stallion,0,5.804,84,6.651,250.077,12.072,0,0,-1,0,120,450509,tt4518260,0,-999.0,16,5,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Fred 2: Night of the Living Fred,0,5.244,84,5.738,183.537,5.117,0,0,-1,0,84,84564,tt1927093,0,-999.0,11,10,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Deadline,0,5.0,84,1.581,95.652,9.06,0,0,-1,0,89,25073,tt1242618,0,-999.0,9,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Girls Against Boys,0,4.8,84,1.061,164.405,9.758,0,0,-1,6111,87,94887,tt2036376,0,-999.0,12,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Nocturna,1,7.161,84,2.036,24.021,10.11,0,0,-1,0,83,26700,tt0836682,0,-999.0,7,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timecode,0,5.6,84,5.385,370.76,7.561,1,1,4000000,1431406,97,36234,tt0220100,0,-999.0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Te Presento a Laura,1,6.8,84,0.129,189.057,4.918,0,0,-1,0,98,70712,tt1684928,0,-999.0,10,10,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Emperor,1,7.7,84,2.72,279.78499999999997,11.03,0,0,-1,0,99,666219,tt8354752,0,-999.0,20,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
The Houses October Built 2,0,4.9,84,1.76,5.731,6.506,0,0,-1,0,99,466344,tt7068818,0,-999.0,17,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Best F(r)iends: Volume 1,0,5.4,84,0.353,44.085,14.029,0,0,-1,0,103,421044,tt6155194,0,-999.0,17,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Teleios,0,4.9,84,0.102,113.11,8.469,0,1,1000000,0,93,421443,tt3198000,0,-999.0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jinn,0,4.0,84,2.091,131.154,14.259,0,0,-1,149337,97,52653,tt1562899,0,-999.0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rescue Squad Mater,0,5.768,84,12.898,85.831,7.995,1,0,-1,0,3,56553,tt1378123,0,-999.0,8,10,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Force of Execution,0,4.6,84,7.661,219.814,12.102,1,1,10000000,0,98,227359,tt2611626,0,-999.0,13,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Henry,1,7.3,84,3.251,16.797,5.437,1,0,-1,0,10,197725,tt0219105,0,-999.0,0,5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Tone-Deaf,0,5.363,84,1.304,245.649,8.04,0,0,-1,0,87,520905,tt8332666,1,-0.0592999999999999,19,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Veil,0,4.536,84,2.013,162.986,15.492,0,0,-1,0,86,393306,tt3343868,1,-0.0382,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Which Brings Me to You,1,6.244,84,1.975,132.263,38.788,1,0,-1,0,98,975043,tt3468380,1,-0.8261,23,12,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Slumber Party Massacre,0,5.25,84,4.892,47.001,11.563,0,0,-1,0,86,818543,tt14449392,0,-999.0,21,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Wicked,0,4.185,84,5.961,59.251,8.862,0,1,800000,0,105,131689,tt1986994,0,-999.0,13,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"Take the Ball, Pass the Ball",1,7.899,84,0.001,47.339,5.303,1,1,750000,0,107,555530,tt9135854,0,-999.0,18,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
You Instead,1,6.5,84,5.634,112.452,12.328,0,0,-1,6255,80,94478,tt1672845,0,-999.0,11,9,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
The Christmas Contract,1,6.589,84,5.818,178.152,7.361,0,0,-1,0,88,550655,tt8613908,0,-999.0,18,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Jesse Stone: No Remorse,1,6.8,84,9.194,278.548,7.166,0,0,-1,0,87,43263,tt1315216,1,0.9974,10,5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Stopmotion,1,6.4,84,2.306,82.19,64.733,1,0,-1,778500,93,840889,tt14852624,1,0.0,24,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Craigslist Killer,0,5.3,84,6.566,247.721,12.356,0,0,-1,0,95,55680,tt1772373,0,-999.0,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Sword of Trust,0,5.9,84,3.711,101.29,10.514,0,0,-1,0,88,575942,tt8484012,1,-0.6705,19,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
First Born,0,5.3,84,0.482,60.516,8.998,0,0,-1,0,86,400329,tt4399590,0,-999.0,16,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shadow Man,0,4.399,84,7.136,193.282,10.899,0,1,12000000,0,95,9914,tt0448114,0,-999.0,6,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
First Born,0,5.3,84,0.482,60.516,8.998,0,0,-1,0,86,400329,tt4399590,0,-999.0,16,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Adventures in Public School,1,6.4,84,3.47,132.225,6.937,0,0,-1,0,86,471515,tt3364264,0,-999.0,18,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gallows Act II,0,5.012,84,1.053,35.65,9.401,1,0,-1,0,99,505060,tt7473716,1,0.0079999999999999,19,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Incident at Loch Ness,0,5.75,84,5.573,116.264,6.948,0,1,1400000,37493,94,48463,tt0374639,0,-999.0,4,12,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Connie and Carla,0,5.887,84,9.164,223.771,9.639,1,1,20000000,11341016,98,15673,tt0345074,0,-999.0,4,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Seth Rogen's Hilarity for Charity,0,5.2,84,2.115,421.943,6.941,0,0,-1,0,70,516525,tt8178116,0,-999.0,18,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northpole: Open for Christmas,0,5.8,84,20.023,196.051,10.265,0,1,10000000,0,84,339543,tt4843046,0,-999.0,15,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Christmas in Wonderland,0,5.51,84,5.139,181.73,5.561,0,0,-1,0,95,14094,tt0991150,0,-999.0,7,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tadpole,0,5.7,84,5.13,251.477,16.834,1,1,150000,2891288,79,39141,tt0271219,0,-999.0,2,7,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
A Dream of Christmas,1,6.387,84,5.054,56.883,5.513,0,0,-1,0,84,421761,tt6279602,0,-999.0,16,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Detention of the Dead,0,4.8,83,3.345,60.546,5.052,0,1,500000,0,87,139715,tt1865346,0,-999.0,12,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Prince and the Pauper: The Movie,0,5.572,83,6.804,158.145,6.098,0,0,-1,0,92,58831,tt0874424,0,-999.0,7,11,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
